backtest_id,daily_intelligence_id,run_date,period,discovery_source,source_publication,signal_type,category,trigger_entity,headline,article_summary,original_score,original_rationale,original_action,sentiment_tag,expected_tier,label_reason,revised_score,revised_rationale,pass
BT094,4db0facf-6046-46d1-974e-1373984cee31,2026-08-14,P3_aug5_aug27,serper,PRNewswire,Customer,customers,Kimberly-Clark,Kimberly-Clark appoints Suzana Blades as General Counsel,"Kimberly-Clark announced the appointment of Suzana Blades as Senior Vice President and General Counsel effective September 1, 2026. She will report to Jeff Melucci and join the Executive Leadership Team, including leadership roles tied to Kimberly-Clark’s pending acquisition of Kenvue Inc.",3.0,Personnel change only; no explicit Americhem-related commercial impact.,Monitor,Neutral,unlabeled,,4,HR-level leadership appointment; no stated procurement or material impact.,
BT095,66c374eb-9cbc-4faf-b7a5-d8f1c8493aee,2026-08-14,P3_aug5_aug27,serper,MarketBeat,Customer,suppliers,Kronos Worldwide,Kronos Worldwide shares jump after earnings beat,"Kronos Worldwide (NYSE:KRO) shares rose 7.3% to $8.43 in Thursday trading. The company reported EPS of $0.13 versus $0.07 expected and revenue of $558.1 million versus $484.5 million consensus, and declared a quarterly dividend of $0.05 per share.",4.0,Supplier earnings beat; no explicit TiO2 supply or pricing action.,Monitor,Neutral,unlabeled,,4,"Earnings beat only; no input price, volume, or capacity signal.",
BT096,4343c9e3-74b6-411d-ac64-bbd27efa9966,2026-08-17,P3_aug5_aug27,serper,Investing.com,Macro,macro_energy_freight,macro_energy_freight,Maersk shares jump after UBS lifts freight-rate outlook,"UBS raised its price target for AP Moeller - Maersk A/S B to DKK17,800 from DKK15,500, citing persistently elevated container shipping rates and improved Ocean business execution. Maersk shares rose about 4.73% to DKK21,680, with UBS noting a 32% quarter-on-quarter increase in average freight rates.",4.0,Freight-rate strength is macro logistics; no direct Americhem customer/supplier linkage.,Monitor,Neutral,unlabeled,,2,"Macro freight-rate outlook; no direct input, capacity, or counterparty signal.",
BT097,1f834bbc-11a5-45b3-a0ce-be1eacd91ae4,2026-08-17,P3_aug5_aug27,zoominfo,Simply Wall St,Other,suppliers,Honeywell,Honeywell advances Aerospace Technologies spin-off and sets software/AI targets,"Simply Wall St reports Honeywell International is advancing the spin-off of its Aerospace Technologies unit and has set new multi-year financial targets. The targets emphasize software, automation, AI, and higher-growth industrial projects, alongside discussion of mixed investor sentiment and valuation frameworks.",4.0,Corporate restructuring signal; no explicit Americhem supply/customer impact stated.,Monitor,Neutral,unlabeled,,3,"Spin-off and targets without stated materials, capacity, or pricing impacts.",
BT098,c3f54f74-fbc3-401e-a56c-cf19d86ad8cd,2026-08-17,P3_aug5_aug27,serper,Teesside Live,Other,customers,Pilkington,Vehicle crash damages homes on Pilkington Street,"A vehicle smashed into two properties on separate Middlesbrough streets, including a house on Pilkington Street, police said. Cleveland Police confirmed a 19-year-old man was arrested on suspicion of criminal damage and released on conditional bail; no injuries were reported.",3.0,"No Americhem-related customer, polymer, or supply-chain connection.",No action,Negative,unlabeled,,1,"Local crash; no Pilkington company, chemicals, or supply-chain signal.",
BT099,caea26bd-ab08-4438-bb06-848c271a18da,2026-08-18,P3_aug5_aug27,serper,Plastics News,Supply Chain,engineered_resins,engineered_resins,PET bottle resin prices fall again amid soft demand,"Plastics News reports July price declines for polycarbonate, ABS, and PET bottle resin, driven by lower feedstock costs and soft demand. PET bottle resin saw a second consecutive summer price drop, attributed to comfortable domestic supply and balanced supply-demand, with no announced August price increase initiatives by PET makers.",5.0,PET bottle resin price declines affect packaging-related polymer input costs.,Monitor,Negative,surface,Resin price move in core end-market,6,"Direct resin price declines for PET, PC, and ABS amid soft demand.",True
BT100,b12c4015-ff1e-4713-893f-552526dfcc07,2026-08-18,P3_aug5_aug27,serper,PRNewswire,Competitive,competitors,Teknor Apex,Color masterbatch market forecast highlights Teknor Apex among key players,"MarketsandMarkets estimates the global color masterbatch market at USD 4.94 billion in 2026, projected to reach USD 6.68 billion by 2031 (6.24% CAGR). The report cites growth drivers including recycled polymer use, specialty effects, and packaging demand, and lists Teknor Apex Company among key players.",5.0,Teknor Apex listed; market growth and recycled-color needs affect competitive landscape.,Monitor,Neutral,suppress,Market-report boilerplate naming competitor,3,Market forecast and player listing only; no Teknor Apex event.,True
BT101,0ebd52f4-f620-4d1f-a11e-bf438aad0f81,2026-08-18,P3_aug5_aug27,serper,Traicy,Customer,customers,Tokai Rika,Tokyo to test AI bus interior accident prevention system,The Tokyo Metropolitan Bureau of Transportation will run an October–November demonstration of an AI-powered bus interior accident prevention system. The system uses in-bus camera footage plus speed and door signals to detect unsafe passenger conditions and issue guidance and alerts. Equipment manufactured by Tokai Rika will be installed on one bus on the Iidabashi 64 and Ueno 69 routes.,5.0,Tokai Rika equipment trial suggests bus interior material/component demand.,Share with sales,Positive,suppress,Off-domain tech pilot,4,"Small, single-bus pilot; no stated polymer/additive/material sourcing impact.",True
BT102,1901e0ba-84cf-472c-90e0-0c650f1929d0,2026-08-18,P3_aug5_aug27,serper,Yahoo Finance (DPA),Macro,macro_construction,macro_construction,Germany building permits rise 15.1% in first half,"Germany’s Federal Statistical Office reported building permits for new and renovated construction rose 15.1% to 126,300 units in the first half of 2026. June permits increased year-on-year, with new builds comprising over 80% of approved flats.",5.0,Macro construction uptick can lift construction-plastics demand.,Monitor,Positive,suppress,"Generic macro, no named mechanism",5,Construction permitting growth implies higher demand for building materials.,False
BT103,5cdc51d8-f07d-4c86-a4d8-4ec0dda744af,2026-08-18,P3_aug5_aug27,serper,Benzinga,Customer,healthcare,healthcare,Trian increases stake in GE HealthCare after GE breakup,"Nelson Peltz’s Trian Fund Management increased its GE HealthCare Technologies Inc. stake to more than 3.08 million shares, valued at nearly $197.5 million, as of June 30, 2026. Trian kept its GE Aerospace stake steady at about 4.03 million shares, valued at approximately $1.51 billion.",4.0,Healthcare company stake change; no direct materials or demand linkage.,Monitor,Neutral,unlabeled,,3,Portfolio stake change only; no healthcare materials or sourcing signal.,
BT104,0f4687b2-e030-49fc-8ff6-2f99e7a3f6bb,2026-08-18,P3_aug5_aug27,serper,wallstreetcn,Macro,macro_business_investment,macro_business_investment,AI capex optimism lifts Micron and SanDisk memory stocks,"The article says easing concerns over AI capital expenditure has driven a revaluation in memory stocks, with Micron up 17.5% over five days and SanDisk up nearly 9% on Monday. It cites strong financial updates from Anthropic and OpenAI and references SanDisk’s Investor Day outlook, alongside a rebound in the Philadelphia Semiconductor Index.",3.0,Macro chip sentiment rebound; no direct plastics/chemicals demand mechanism.,Monitor,Positive,unlabeled,,2,Semiconductor equity revaluation; no plastics/chemicals supply-chain event.,
BT105,9933866f-bde0-4626-b85e-f8ab6b04bdd1,2026-08-19,P3_aug5_aug27,serper,Zacks Investment Research,Competitive,competitors,Avient,Zacks highlights Avient among diversified chemicals peers,"Zacks discusses the Chemicals Diversified industry outlook, citing resilient end-market demand and ending inventory destocking. It highlights Avient as a specialty-materials company with expected 2026 earnings growth of 13.5%, supported by price/mix, productivity, and capacity investments.",5.0,Competitor performance outlook and self-help actions affect specialty materials competition.,Monitor,Neutral,suppress,Stock-screener content,3,"Forecast/earnings commentary; no direct capacity, pricing, or counterparty details.",True
BT106,971611fb-da13-4bfa-a45d-a428f1216284,2026-08-19,P3_aug5_aug27,serper,ChemNet,Supply Chain,customers,AdvanSix,AdvanSix raises nylon caprolactam prices following BASF,"BASF announced price increases for caprolactam, nylon 6, and nylon 6/66 copolymers in North America effective September 1, 2026. The article also notes AdvanSix followed with a $0.12/lb increase effective August 3, after BASF’s earlier June 2 move. BASF additionally raised neopentyl glycol and 1,6-hexanediol prices and plans to shut down specific low-efficiency units at its Dahej site in India.",6.0,Upstream nylon price hikes from AdvanSix affect nylon supply costs.,Flag to procurement,Negative,surface,Named supplier price increase on nylon feedstock,7,Direct nylon-caprolactam price increase affects Americhem input costs.,True
BT107,479c20df-8e44-4c85-b879-db1f93b7ef15,2026-08-19,P3_aug5_aug27,serper,PlasticsToday,Competitive,customers,SABIC,SABIC launches Ultem DU762 resin for smartphone middle frames,"SABIC introduced Ultem DU762, a polyetherimide (PEI) resin intended to replace metal in smartphone middle frames. The material is designed for high-speed injection molding and supports non-conductive PVD sputtering to create metallic, high-gloss finishes while eliminating antenna split issues.",5.0,New SABIC PEI resin targets smartphone frame polymer substitution.,Monitor,Negative,surface,Named competitor new grade in Americhem end-market,6,New SABIC resin grade qualifies for smartphone frame applications.,True
BT108,12efea82-5f8d-4ffa-ab95-6a30f7d64db9,2026-08-19,P3_aug5_aug27,serper,CnEVPost,Macro,macro_consumer_demand,macro_consumer_demand,China NEV retail sales down 15% in August’s first 16 days,"China’s passenger NEV retail sales totaled 399,000 units from August 1–16, down 15% year-on-year, according to China Passenger Car Association (CPCA) data. Overall passenger vehicle retail sales fell 22% year-on-year, with high oil prices cited as a key factor weighing on gasoline vehicles.",4.0,Macro auto demand shift; no direct Americhem material or customer impact stated.,Monitor,Neutral,unlabeled,,2,Macro NEV sales decline; no materials or supply-chain linkage.,
BT109,c2681012-d04b-43c5-a22b-72b67da11b13,2026-08-19,P3_aug5_aug27,serper,TipRanks,Supply Chain,suppliers,Chemours,Chemours reports pricing strength amid destocking and cost headwinds,"Chemours held its Q2 earnings call, citing better-than-expected adjusted EBITDA and pricing strength in Titanium Technologies, including three TiO2 price increases since December 2025. Management also flagged near-term headwinds from aftermarket destocking, softer volumes, higher input costs, and impacts from the Washington Works outage and an APM line closure.",5.0,TiO2 pricing and cost/volume headwinds affect upstream pigment supply costs.,Flag to procurement,Neutral,unlabeled,,6,TiO2 price increases plus outage/closure affect pigment supply and input costs.,
BT110,7aa0e7be-ca0e-4039-a03a-d86678711ad6,2026-08-20,P3_aug5_aug27,serper,Packaging Journal,Competitive,suppliers,Clariant,Clariant opens two China research laboratories for additives,"Clariant opened two new research laboratories in China to accelerate development of innovative additives. The labs are at Daya Bay in Huizhou and at the One Clariant Campus in Shanghai, enabling synthesis and development from research through pilot production.",4.0,Supplier R&D expansion in China; no named Americhem customer impact.,Monitor,Neutral,unlabeled,,6,Clariant adds pilot-capable additive R&D capacity in China.,
BT111,cdeaad1a-d68a-40d2-a98b-8a2042d4a7bb,2026-08-21,P3_aug5_aug27,serper,Zacks Investment Research (via TradingView),Competitive,competitors,Avient,Zacks highlights Avient as a better-ranked chemicals stock,"Zacks discusses Air Products and Chemicals’ outlook, citing industrial gas project investments, productivity actions, and headwinds from weak helium prices and softer Europe. The article also lists several better-ranked Basic Materials stocks, including Avient Corporation (AVNT) with a Zacks Rank #2 (Buy).",4.0,Mentions Avient only as a stock pick; no operational or customer impact.,Monitor,Neutral,suppress,Stock-screener content,3,Business content only; no operational or commercial Avient event.,True
BT112,379095ad-a0bf-4ac1-be8e-bcec489fed09,2026-08-24,P3_aug5_aug27,serper,Stocktwits,Customer,customers,3M,3M earnings strength lifts analyst targets and growth confidence,"3M reported fiscal Q2 revenue of $6.5 billion and earnings of $2.40, beating consensus, and raised its 2026 adjusted EPS outlook to $8.80–$8.95. Analysts at Goldman Sachs and UBS raised price targets, citing stronger results and a growing product pipeline, while 3M’s Expanded Beam Optical (EBO) technology gained attention via a Microsoft partnership.",4.0,Financial/market coverage; no explicit Americhem material or customer sourcing impact.,Monitor,Neutral,unlabeled,,4,Earnings/outlook strength only; no stated materials or sourcing change.,
BT113,b5d39992-cdd3-463f-a0a2-ec9ac598ab64,2026-08-24,P3_aug5_aug27,serper,Stereoboard,Other,suppliers,Lanxess,Tame Impala adds Cologne show at Lanxess Arena,"Tame Impala announced additional UK and European arena dates for the Deadbeat Tour. The tour includes a Cologne show at Lanxess Arena on June 17, with Wet Leg as support.",3.0,Arena-name mention only; no supply chain or market linkage.,No action,Negative,unlabeled,,0,DISCARD (RULE 1 false entity match),
BT114,ecfa401b-9d14-42f7-bc13-b71049f94df8,2026-08-25,P3_aug5_aug27,serper,Fortune Business Insights,Macro,packaging,packaging,Fortune Business Insights forecasts strong growth in green packaging,"Fortune Business Insights estimates the global green packaging market at USD 362.01 billion in 2025, rising to USD 389.75 billion in 2026 and USD 732.33 billion by 2034 (8.20% CAGR). Europe leads with a 32.08% share in 2025, driven by regulations and sustainability demand.",5.0,Forecast growth in sustainable packaging; no specific Americhem deal or customer shift.,Monitor,Positive,suppress,Market-report boilerplate,3,"Forecast-only; no direct packaging supply, pricing, or capacity event.",True
BT115,98fe3938-9feb-467a-a6e5-728394c220d1,2026-08-25,P3_aug5_aug27,serper,Zacks Investment Research,Supply Chain,suppliers,Chemours,Chemours announces additional TiO2 price increase effective June 1,"Kronos Worldwide reported higher TiO2 sales volumes and lower production costs in Q2, but weaker average selling prices pressured net sales. The article notes Chemours (CC) implemented an additional global TiO2 price increase effective June 1, 2026, achieving a 5% year-to-date increase through Aug. 4, 2026, with a $35 million favorable pricing impact to adjusted EBITDA in the quarter.",5.0,TiO2 price increases affect pigment input costs for masterbatch.,Flag to procurement,Neutral,surface,"Named supplier price move, direct input cost",7,Direct TiO2 price increase impacts pigment input costs.,True
BT116,c728cb4c-a68f-403e-a0ad-1e91971fa876,2026-08-25,P3_aug5_aug27,serper,Business Standard,Competitive,suppliers,Clariant,Sudarshan Chemical to buy Clariant aluminium dyes plant in Muttenz,"Sudarshan Chemical Industries said its Sudarshan Switzerland SLO AG signed an asset sale and transfer agreement with Clariant Additives (Switzerland) AG to acquire an aluminium dyes and chemicals manufacturing plant in Muttenz. The deal covers the plant that has produced Sudarshan’s aluminium dyes portfolio brands, converting the prior supply relationship into direct ownership for CHF 7,000,000 plus inventory.",4.0,Clariant asset sale; no explicit Americhem customer/supply impact.,Monitor,Neutral,surface,Named pigment supplier M&A,6,Clariant plant sale changes supply ownership and dye-channel dynamics.,True
BT117,b9cd9cea-7c2f-47ae-a446-4fcfee0fecb5,2026-08-25,P3_aug5_aug27,serper,IndexBox,Supply Chain,suppliers,Cabot Corporation,Hydrogen sulfide sorbents market forecasted to double by 2035,"IndexBox forecasts the global hydrogen sulfide removal sorbents market to grow at an 8.2% CAGR from 2026 to 2035, reaching an index level of ~220 (2025=100). Growth is attributed to biogas upgrading expansion, stricter pipeline H2S specifications (often below 4 ppm), and a shift toward regenerable/hybrid sorbents. Cabot Corporation is listed as a major participant supplying Norit brand activated carbon for H2S removal.",5.0,Supplier-market growth for H2S sorbents; no direct Americhem product linkage stated.,Monitor,Positive,suppress,Market-report boilerplate,2,Forecast-only content; no operational or commercial change.,True
BT118,32eeb117-6fee-42da-bb8b-2e9c6b2087bf,2026-08-25,P3_aug5_aug27,serper,siegener-zeitung.de,Other,customers,Freudenberg,Paywalled sports article mentions Fortuna Freudenberg,"The provided page content is blocked by an error/paywall and does not include substantive article text. It references Fortuna Freudenberg in a regional sports context, but no details about chemicals, polymers, or business activities are present.",3.0,Paywalled/no relevant plastics or sourcing details provided.,No action,Negative,unlabeled,,1,No business event or value-chain information available.,
BT119,f3217a50-ed2d-4bea-a2bd-20b0adfa7177,2026-08-25,P3_aug5_aug27,serper,Portal ERP,Technology,suppliers,Dynasol,DESC modernizes SAP ecosystem for Dynasol using T-Systems and Google Cloud,"DESC is modernizing its SAP ecosystem using RISE with SAP, with T-Systems as digital transformation partner and Google Cloud as the technology platform. The initiative includes projects at Dynasol, Tremec, and Kekén, including Dynasol’s migration from SAP ECC (~1 TB) and remediation of over 600 custom developments.",4.0,Dynasol IT migration mentioned; no direct polymer/additive supply or demand linkage.,Monitor,Neutral,unlabeled,,3,"IT ecosystem modernization; no polymer, pricing, capacity, or regulatory signal.",
BT120,ba93b879-6d6e-4fcf-a8f8-03833eac419f,2026-08-26,P3_aug5_aug27,serper,MarketBeat,Customer,customers,Kimberly-Clark,Polar Asset Management buys new stake in Kimberly-Clark,"Polar Asset Management Partners Inc. increased exposure to Kimberly-Clark Corporation by buying 38,602 shares in the second quarter, valued at about $4.237 million, per its 13F filing. The article also notes Kimberly-Clark’s recent earnings (EPS $1.80 vs. $2.01 consensus) and a quarterly dividend of $1.28 per share.",3.0,Institutional stake change; no Kimberly-Clark material sourcing details.,Monitor,Neutral,unlabeled,,2,Portfolio stake purchase; no plastics/material or sourcing event.,
BT121,7fea270a-222b-4f1f-988e-3a77b7399044,2026-08-26,P3_aug5_aug27,serper,Barron's,Macro,macro_energy_freight,macro_energy_freight,Lower energy prices fail to fix inflation pressures,"The article argues that falling energy prices are not sufficient to resolve broader inflation pressures in markets. It discusses how energy price moves relate to inflation expectations and bond-market dynamics, referencing the Iran conflict’s impact on gas prices.",4.0,Macro energy/inflation discussion without direct plastics or Americhem linkage.,Monitor,Neutral,unlabeled,,2,"Macro commentary only; no direct chemicals, polymers, or supply-chain mechanism.",
BT122,da9716ef-7b9a-485f-a8c2-58c63f6687c9,2026-08-28,P4_aug28_sep8,serper,Zacks Investment Research,Other,competitors,Avient,Zacks highlights Avient among stocks while CF builds low-carbon ammonia,"CF Industries, JERA Co., and Mitsui & Co. began construction of the $3.7 billion Blue Point One low-carbon ammonia plant in Louisiana. The project targets 1.4 million metric tons annual capacity, with production expected in 2029 and ~98% CO2 capture and sequestration. The article also lists Avient Corporation (AVNT) among other Zacks-ranked stocks.",3.0,Avient appears only in a stock-pick list; no plastics/materials impact described.,No action,Neutral,suppress,Stock-screener content,2,"Avient mention is incidental; no capacity, pricing, or material event.",True
BT123,5735befb-1265-4908-a21b-f6741bb44fc6,2026-08-28,P4_aug28_sep8,serper,ScanX,Customer,suppliers,Sudarshan,Sudarshan Chemical to buy Clariant aluminium dyes plant for CHF 7 million,"Sudarshan Chemical Industries will acquire an aluminium dyes manufacturing plant in Muttenz, Switzerland, from Clariant Additives (Switzerland) AG. The deal includes a CHF 7 million base price plus inventory value, with expected closing around January 4, 2027.",5.0,Vertical integration may change downstream dye/additive sourcing and qualification.,Share with sales,Positive,surface,Named pigment supplier M&A,6,Pigment capacity acquisition by Sudarshan may affect colorant supply and pricing.,True
BT124,e79bdecf-dc9b-4cd1-993c-98aa39db8b1a,2026-08-28,P4_aug28_sep8,serper,Global Sources,Customer,customers,SABIC,SABIC ULTEM and NORYL highlighted for ADAS system readiness,"The article discusses how ADAS development is shifting toward system-level readiness, including lighter sensor housings, improved wiring architectures, and scenario-based validation. It highlights SABIC’s specialty resins ULTEM and NORYL/NORYL GTX for automotive sensor housing, connector, EMI shielding, and related applications.",4.0,Competitor resin application context; no named Americhem customers or contracts.,Monitor,Neutral,unlabeled,,3,"No new deal, capacity, price, or qualification milestone stated.",
BT125,3560305f-7a05-416c-afcb-47055cbc68be,2026-08-28,P4_aug28_sep8,serper,National Association of Manufacturers (NAM),Macro,macro_manufacturing,macro_manufacturing,U.S. industrial production rises 0.2% in July,"Industrial production increased 0.2% in July, with manufacturing output up 0.2% after a 0.3% June gain. Manufacturing capacity utilization rose to 76.0% and remains 2.3 percentage points below its long-term average.",4.0,Broad macro improvement; no direct Americhem segment linkage.,Monitor,Positive,unlabeled,,5,U.S. industrial production uptick supports broad industrial demand.,
BT126,6f6d998c-ae1d-4e68-857d-9fe00977c740,2026-08-31,P4_aug28_sep8,serper,Fact.MR,Macro,engineered_resins,engineered_resins,Halogen-free polymer aids market forecast grows through 2036,"Fact.MR forecasts the Halogen-Free Polymer Aids Market to grow from USD 710.0 million in 2026 to USD 2,205.0 million by 2036 (12.0% CAGR). Growth is attributed to low-smoke wire and cable specifications, e-mobility connector needs, and PFAS-free processing aid substitution, with processing aids and polyolefins leading.",7.0,Strong growth forecast tied to wire/cable and e-mobility halogen-free specifications.,Share with sales,Positive,suppress,Market-report boilerplate (pattern match),2,"Forecast-only content; no direct engineered-resins event, price, or capacity change.",True
BT127,845dbc1c-b957-49db-a40f-909d4c9642f5,2026-08-31,P4_aug28_sep8,serper,Investor's Business Daily,Macro,suppliers,Dow,Dow Jones futures slip as markets await upcoming earnings,"The article reports that Dow Jones futures fell 0.3% alongside declines in S&P 500 and Nasdaq-100 futures. It also discusses broader market drivers such as crude oil moves, Treasury yield changes, and upcoming earnings for companies including Dell, Palo Alto Networks, and Snowflake.",3.0,“Dow” is Dow Jones futures; no chemical/plastics linkage.,No action,Negative,unlabeled,,0,DISCARD (RULE 1 false entity match),
BT128,adb32bbe-d061-4e59-bdee-1a74108ebc05,2026-09-01,P4_aug28_sep8,serper,Zacks Investment Research (via TradingView),Other,competitors,Avient,Zacks highlights Avient among top-ranked Basic Materials stocks,"Zacks reports Air Products and Chemicals (APD) shares are up 24.7% year-to-date, citing industrial gas investments, productivity actions, and raised earnings guidance. The article also lists Avient Corporation (AVNT) as a better-ranked Basic Materials stock with a Zacks Rank #2 (Buy).",3.0,Peer mention only; no competitive move or market impact details.,Monitor,Neutral,suppress,Stock-screener content,3,Stock-rank mention only; no operational or commercial event.,True
BT129,0331b63c-59c2-4bd0-9691-b5ad2a37f119,2026-09-01,P4_aug28_sep8,serper,PR Newswire,Customer,customers,Freudenberg,O-Cedar launches Punch Scrub Sponges under Freudenberg,"O-Cedar, part of Freudenberg Household Products, launched Punch Scrub Sponges and introduced the ""Punch Up the Joy Awards"" consumer voting campaign. Punch sponges are priced at $3.99 each or $11.99 for a three-pack, with a $2,500 prize for participants.",5.0,Customer product launch suggests incremental cleaning-material demand.,Share with sales,Positive,suppress,"Consumer product launch, no materials angle",2,Consumer product promotion with no polymer/additive or supply-chain specifics.,True
BT130,c104c9b1-e012-49f6-87f9-5bd1ebb2ff16,2026-09-01,P4_aug28_sep8,serper,GlobeNewswire,Other,engineered_resins,engineered_resins,FutureFuel declares Q4 2026 cash dividend,"FutureFuel Corp. declared a fourth quarter 2026 cash dividend of U.S. $0.01 per share, payable to shareholders of record on December 4, 2026, with payment on December 18, 2026. The release describes FutureFuel’s custom and performance chemicals and biofuels businesses.",3.0,Corporate dividend; no engineered-resins market or supply-chain details.,No action,Neutral,unlabeled,,2,Dividend announcement; no engineered-resins operational or market event.,
BT131,09db33a4-825a-4904-95c5-e93a34babdfc,2026-09-02,P4_aug28_sep8,serper,TradingView (via Zacks Investment Research),Competitive,competitors,Avient,Zacks highlights Avient as a better-ranked specialty materials stock,"The article discusses PPG Industries’ performance, citing aerospace strength and market-share gains alongside weak automotive refinish and European architectural demand. It also lists Avient Corporation (AVNT) as a better-ranked stock than PPG, with a Zacks Rank #2 (Buy) and a current-year earnings estimate of $3.2 per share.",3.0,Mentioned as a ranked stock; no competitive actions or material metrics.,Monitor,Neutral,suppress,Stock-screener content,3,Stock-rating mention only; no operational or commercial event.,True
BT132,d6ebb745-00da-402a-bce3-11dfa53e34f9,2026-09-02,P4_aug28_sep8,serper,PRNewswire,Customer,customers,Advanced Composites,Canopy Aerospace & Defense acquires Aviotec for satellite supply chain,"Canopy Aerospace & Defense, backed by Trive Capital, announced the acquisition of Aviotec S.r.l., a Turin, Italy supplier of multi-layer insulation (MLI) blankets and electrical harnesses for satellites and spacecraft. The deal expands Canopy’s EU platform and deepens its vertically integrated materials and manufacturing offering for institutional and commercial space programs.",3.0,Space-supply-chain expansion mentioned; no explicit Americhem materials linkage.,Monitor,Neutral,unlabeled,,6,Aerospace supply-chain expansion implies more qualified materials demand.,
BT133,23ef8fc3-d7a2-47d6-a574-538e12e98f7b,2026-09-02,P4_aug28_sep8,zoominfo,PRNewswire,Customer,customers,Kimberly-Clark,Kimberly-Clark to webcast at Barclays Global Consumer Staples Conference,"Kimberly-Clark will webcast its presentation at the Barclays 19th Annual Global Consumer Staples Conference on September 9. Mike Hsu, Russ Torres, and Nelson Urdaneta are listed as featured speakers.",3.0,Investor event with no disclosed supply or sourcing changes.,Monitor,Neutral,unlabeled,,3,No material sourcing or production details; webcast announcement only.,
BT134,0592e0f1-3324-4acd-b22b-fb1ede9e9b78,2026-09-03,P4_aug28_sep8,serper,MarketsandMarkets,Macro,transportation_automotive,transportation_automotive,Automotive interior materials market forecast to reach $65.26B by 2030,"MarketsandMarkets forecasts the global automotive interior materials market will reach USD 65.26 billion by 2030 from USD 54.89 billion in 2025, at a CAGR of 3.52%. Growth is attributed to lightweighting, customization/comfort, and sustainability-driven polymer adoption, alongside regulatory compliance needs.",5.0,Automotive interior polymer growth tailwind; no named Americhem deal.,Share with sales,Positive,suppress,Market-report boilerplate,2,Forecast-only; no operational or commercial event.,True
BT135,eee50b12-6e01-4bcf-8816-acb37e012b9c,2026-09-03,P4_aug28_sep8,serper,Grand View Research,Macro,transportation_automotive,transportation_automotive,Automotive interior materials market forecast grows to $79.7B by 2030,"Grand View Research forecasts the global automotive interior materials market will grow from USD 60.1 billion in 2023 to USD 79.7 billion by 2030 (4.0% CAGR, 2024–2030). The report highlights plastics as the largest product segment (46.6% share in 2023) and passenger vehicles as the largest vehicle type (77.9% share).",6.0,Growing automotive interior materials demand; plastics share largest.,Share with sales,Positive,suppress,Market-report boilerplate,3,Forecast-only content; no direct operational or commercial trigger.,True
BT136,98198843-f44e-4d51-ae0c-d23783029c5b,2026-09-03,P4_aug28_sep8,serper,PRNewswire,Macro,macro_manufacturing,macro_manufacturing,ISM Manufacturing PMI rises to 54.6 in August,"The ISM Manufacturing PMI registered 54.6% in August, indicating continued U.S. manufacturing expansion for the eighth straight month. New orders (53.7%), production (58.3%), and employment (51.2%) grew but at a slower pace; prices increased (71.1%) and supplier deliveries slowed (59.3%).",5.0,Broad manufacturing signal; higher prices and slower orders affect plastics demand and costs.,Monitor,Neutral,surface,Core macro demand indicator for compounders,5,Macro demand tailwind via ISM PMI and production subindex.,True
BT137,cb7e7f8f-d2ca-4306-b599-a6d1e7edc93c,2026-09-03,P4_aug28_sep8,serper,openPR,Competitive,competitors,RTP Company,Low warpage resins market highlights RTP Company among notable players,A Future Market Insights press release forecasts the global low warpage resins market reaching USD 1240.6 million in 2026 and USD 2653.7 million by 2036. It cites connector miniaturization and electronics demand as key drivers and lists RTP Company among notable market participants.,3.0,Competitor mentioned in market report; no concrete RTP move or Americhem effect.,Monitor,Neutral,unlabeled,,2,"Forecast-only; no capacity, pricing, or product event.",
BT138,cc49cd93-c802-475b-aaa4-1ac25630aaec,2026-09-03,P4_aug28_sep8,serper,WWMT,Other,transportation_non_automotive,transportation_non_automotive,"Kent County construction site thefts total $22,000","Kent County, Michigan reported a spike in overnight construction site thefts, totaling about $22,000. The Kent County Sheriff's Office said generators, tools, and materials were stolen across Gaines Township, Ada Township, and Cascade Township, with housing developments and remodeling projects targeted.",3.0,"Local thefts; no named Americhem customers, suppliers, or polymer demand impact.",Monitor,Negative,unlabeled,,1,Local theft report; no chemicals/materials or value-chain counterparty.,
BT139,ee06a584-8e7e-41c9-aba5-8a898f09ba1c,2026-09-04,P4_aug28_sep8,serper,PRNewswire,Competitive,customers,Advanced Composites,Cambium launches ApexFrame 5000 high-temperature laminating film adhesive,"Cambium announced the launch of ApexFrame™ 5000, a phthalonitrile-based film adhesive for high-temperature, non-structural bonding of polymer films and metallic foils. The adhesive is designed for sustained performance up to 600°F and short-duration performance up to 800°F, is solvent-free, room-temperature stable, and available in standard roll widths.",5.0,New high-temp adhesive targets aerospace/defense composite bonding applications.,Monitor,Neutral,surface,Competitor product launch in composites,6,New high-temp aerospace adhesive launch implies downstream materials qualification.,True
BT140,afc024f1-5655-4df5-8f22-81e8788b4585,2026-09-04,P4_aug28_sep8,zoominfo,Yahoo Finance,Customer,customers,3M,3M described as resilient due to specified industrial materials,"The article argues that 3M’s specified industrial materials are hard for customers to replace, citing customer qualification requirements. It reports 3M Q2 2026 organic growth of 5.4% and operating margin of 24.9%, and notes ongoing PFAS, Combat Arms Earplugs, and asbestos litigation risks.",3.0,Mentions 3M performance; no explicit Americhem supply or customer linkage.,Monitor,Neutral,unlabeled,,3,"No customer sourcing, capacity, or material/price change described.",
